date,day_category,time,O3,NO,NO2,CO,wind_dir,wind_speed,temp,PM10,PM2.5
2016-01-01,2,01:00:00,5.25534,130.11709,88.93826,0.880911,255.2,2,2.2,No data,25.1
2016-01-01,2,02:00:00,2.8605,258.17821,125.09663,1.201454,246.5,1.8,1.2,No data,30.9
2016-01-01,2,03:00:00,3.44258,193.21987,126.37848,0.901091,237.9,1.5,1.6,No data,28.1
2016-01-01,2,04:00:00,2.84387,178.96759,106.22264,0.901091,223.7,1.1,1.2,No data,24
2016-01-01,2,05:00:00,2.34495,139.48119,97.58244,0.901091,189.5,0.8,0.7,No data,20.8
2016-01-01,2,06:00:00,2.6443,141.32377,102.88676,0.750909,125.8,1.1,-0.1,No data,14
2016-01-01,2,07:00:00,2.54452,149.85998,85.58533,0.750618,105.6,1.5,-0.1,No data,13.3
2016-01-01,2,08:00:00,2.24516,120.60268,77.87461,0.871113,98.1,1.9,0.2,No data,13.8
2016-01-01,2,09:00:00,5.83742,99.65646,80.50238,0.600727,104.2,2,0.1,No data,11.9
2016-01-01,2,10:00:00,16.91356,77.54371,65.51556,0.330633,114.9,2.7,1,No data,4.3
2016-01-01,2,11:00:00,17.9613,72.46688,65.94204,0.270094,121.2,3.1,2.2,13.6,7.1
2016-01-01,2,12:00:00,15.91571,82.9969,65.69868,0.510793,124.8,3.5,3.6,16.6,7.2
2016-01-01,2,13:00:00,21.15442,70.4737,64.07401,0.420567,130.7,3.8,5.1,16.5,9.5
2016-01-01,2,14:00:00,18.56001,82.73341,70.90833,0.420858,138.9,4.4,6,19,7.6
2016-01-01,2,15:00:00,17.46238,72.99356,73.20381,0.480815,137.7,4.7,6.3,22.9,8.6
2016-01-01,2,16:00:00,18.90926,71.63961,55.75894,0.420858,136.4,4.7,7,18.6,9.6
2016-01-01,2,17:00:00,16.6142,77.50629,50.91697,0.450545,148.9,5.3,7.1,16.7,9.7
2016-01-01,2,18:00:00,19.45808,62.99021,58.4001,0.540771,142.2,5.3,7.3,15.8,10
2016-01-01,2,19:00:00,21.80302,57.87566,62.80076,0.510793,139.3,5.4,7.2,17.2,9.5
2016-01-01,2,20:00:00,23.9484,54.52884,51.85313,0.420858,141.8,5.3,7,17.9,10.9
2016-01-01,2,21:00:00,28.13937,39.3361,54.55837,0.510793,140.1,5.4,7.2,19.5,14.3
2016-01-01,2,22:00:00,30.48432,22.93972,35.85125,0.480815,146.8,5.1,7.7,15,9
2016-01-01,2,23:00:00,28.23916,17.67487,42.97388,0.420858,147.3,5.7,8.4,14.4,8.7
2016-01-01,2,24:00:00,27.19141,22.45078,34.34563,0.360902,150.6,5.7,9,13.4,7.7
2016-01-02,1,01:00:00,26.07715,17.51417,38.51966,0.359738,153.8,5.3,8.5,12.2,6.6
2016-01-02,1,02:00:00,28.47199,14.95471,33.35336,0.359738,156.7,5.8,9,9.6,4.8
2016-01-02,1,03:00:00,28.83787,13.96321,26.79078,0.389716,161.8,5.6,9.3,8.1,4.5
2016-01-02,1,04:00:00,28.48862,12.68348,24.12858,0.389716,157.8,5.4,9.7,11.4,4.6
2016-01-02,1,05:00:00,28.28905,14.49051,22.72146,0.540189,159.3,5.3,9.7,11.7,6.3
2016-01-02,1,06:00:00,29.13722,12.83441,24.78648,0.389716,155.6,5.9,9.6,12.9,4.1
2016-01-02,1,07:00:00,17.36259,106.5135,70.74863,0.600436,153.9,6.1,9.4,13.2,6.8
2016-01-02,1,08:00:00,23.74883,46.40642,49.90956,0.450254,161.8,6.3,9.5,12.9,5.9
2016-01-02,1,09:00:00,21.70324,62.70395,53.43764,0.419985,163.7,5.7,9.5,15.2,7.9
2016-01-02,1,10:00:00,21.70324,69.25259,69.54233,0.239825,154.1,5.7,9.7,16.5,7.6
2016-01-02,1,11:00:00,26.6426,65.82782,57.89663,0.299782,155.2,5.4,9.7,10.6,5.2
2016-01-02,1,12:00:00,24.84647,66.73086,64.63437,0.54048,145.8,5.6,9.6,8.5,6.3
2016-01-02,1,13:00:00,28.03959,59.05248,48.60188,0.389716,135.6,4.8,9.4,6.5,4.1
2016-01-02,1,14:00:00,23.64905,55.77863,62.57413,0.32976,113.2,5,8.8,8.3,4.8
2016-01-02,1,15:00:00,19.55786,62.06409,69.29992,0.359738,104.4,3.8,9.1,10.6,8.2
2016-01-02,1,16:00:00,10.92646,98.72255,76.11368,0.480233,46.6,1.1,9.1,10.6,10.1
2016-01-02,1,17:00:00,3.44258,167.89999,89.98169,0.540189,277.8,3.1,9.1,17.4,13.4
2016-01-02,1,18:00:00,5.23871,184.94933,115.30128,0.72064,280.5,3.8,8.2,17.8,15.1
2016-01-02,1,19:00:00,4.54022,205.76303,113.97974,0.900509,263.9,3.2,7.1,19.6,14.2
2016-01-02,1,20:00:00,4.83957,126.91278,99.5877,0.389716,266.2,3.8,7.1,15.7,12.1
2016-01-02,1,21:00:00,4.88946,128.26797,83.28077,0.510211,269.9,3.3,7.4,16,10.4
2016-01-02,1,22:00:00,4.29076,99.17438,74.828,0.389716,270.4,3.1,8,14.1,9.3
2016-01-02,1,23:00:00,3.94151,116.4498,75.13734,0.50992,272.4,3.6,8.4,15.7,11.6
2016-01-02,1,24:00:00,4.73979,105.57241,75.15599,0.600436,273.8,5.9,9.2,15.3,12.2
