date,day_category,time,O3,NO,NO2,CO,wind_dir,wind_speed,temp,PM10,PM2.5
2023-01-01,1,01:00:00,48.89465,12.22354,22.5675,0.197914,232.1,5.9,10.2,11.594,9
2023-01-01,1,02:00:00,46.49981,14.9676,27.54,0.314334,232.6,6.1,9.7,12.561,11
2023-01-01,1,03:00:00,47.69723,10.72678,23.52375,0.279408,234.5,6,9.4,22.223,9
2023-01-01,1,04:00:00,51.68863,10.60205,21.61125,0.256124,230.4,6.1,9.3,18.358,10
2023-01-01,1,05:00:00,53.48476,8.23218,21.22875,0.267766,229.7,5.8,9.1,19.324,11
2023-01-01,1,06:00:00,54.68218,6.98488,19.89,0.209556,231.3,6,9,22.223,13
2023-01-01,1,07:00:00,56.67788,5.48812,15.6825,0.209556,232.7,5.5,8.9,17.392,11
2023-01-01,1,08:00:00,52.88605,5.23866,18.55125,0.209556,228.4,4.8,8.6,19.324,13
2023-01-01,1,09:00:00,52.28734,6.11177,19.69875,0.209556,223.9,4.7,8.6,22.223,12
2023-01-01,1,10:00:00,50.09207,10.22786,25.81875,0.23284,226.4,5.2,9.6,26.087,16
2023-01-01,1,11:00:00,46.49981,12.473,28.305,0.221198,228,5.7,10.5,25.121,8
2023-01-01,1,12:00:00,48.09637,10.47732,23.14125,0.244482,222.8,5.1,10.1,27.054,8
2023-01-01,1,13:00:00,42.10927,13.22138,27.54,0.221198,217.2,4.7,9.5,20.29,11
2023-01-01,1,14:00:00,38.31744,17.71166,31.93875,0.267766,215.7,4.8,9.5,30.918,9
2023-01-01,1,15:00:00,32.72948,19.83207,39.015,0.314334,214.9,4.6,9.6,28.02,18
2023-01-01,1,16:00:00,29.73593,20.82991,43.03125,0.256124,217.2,4.2,9.3,28.986,14
2023-01-01,1,17:00:00,24.74668,29.68574,45.9,0.314334,220,3.9,9.1,28.986,19
2023-01-01,1,18:00:00,24.54711,28.81263,49.91625,0.29105,226.3,3.8,9.4,22.223,15
2023-01-01,1,19:00:00,36.52131,12.59773,39.015,0.570458,227.3,3,9,13.527,8
2023-01-01,1,20:00:00,30.13507,18.58477,51.44625,0.512248,205.5,2.4,7.9,9.662,9
2023-01-01,1,21:00:00,26.54281,14.9676,48.195,0.710162,209,2.8,7.8,11.594,10
2023-01-01,1,22:00:00,30.33464,12.97192,48.96,0.512248,226.8,2.9,7.9,11.594,8
2023-01-01,1,23:00:00,26.94195,16.2149,48.5775,0.477322,226,2.6,7.9,12.561,9
2023-01-01,1,24:00:00,26.34324,20.08153,46.85625,0.337618,219.8,2.3,7.3,15.459,11
2023-01-02,0,01:00:00,35.52346,12.473,39.3975,0.267766,220.2,2.2,5.8,13.527,9
2023-01-02,0,02:00:00,40.31314,8.35691,27.73125,0.256124,228.4,2.2,5.1,10.628,8
2023-01-02,0,03:00:00,42.90755,5.23866,19.69875,0.23284,229.7,2.6,5.2,7.73,6
2023-01-02,0,04:00:00,41.51056,5.61285,21.22875,0.209556,227,2.5,5,6.763,7
2023-01-02,0,05:00:00,44.50411,5.23866,20.46375,0.221198,224.9,2.9,5,4.831,5
2023-01-02,0,06:00:00,37.12002,6.73542,25.05375,0.197914,225.3,2.5,5.1,2.899,8
2023-01-02,0,07:00:00,29.9355,12.34827,33.85125,0.256124,243.3,2.8,5.9,8.696,7
2023-01-02,0,08:00:00,26.54281,16.71382,40.1625,0.221198,251.7,2.3,5.5,7.73,8
2023-01-02,0,09:00:00,13.9699,28.06425,50.29875,0.34926,288,3.2,6.1,10.628,7
2023-01-02,0,10:00:00,13.37119,25.07073,56.2275,0.500606,302.6,2.8,5,15.459,7
2023-01-02,0,11:00:00,19.15872,20.58045,48.38625,0.686878,290.9,2.8,4.6,7.73,10
2023-01-02,0,12:00:00,29.33679,18.21058,36.14625,0.710162,288.3,2.9,4.2,7.73,10
2023-01-02,0,13:00:00,23.54926,24.57181,42.26625,0.628668,283.4,2.8,3.9,11.594,9
2023-01-02,0,14:00:00,27.74023,21.95248,45.5175,0.605384,279.3,2.8,3.6,14.493,7
2023-01-02,0,15:00:00,36.72088,10.22786,30.40875,0.617026,277.6,2.4,3.3,10.628,8
2023-01-02,0,16:00:00,16.96345,29.9352,59.2875,0.733446,265.3,2.2,3.1,15.459,9
2023-01-02,0,17:00:00,10.17807,41.65982,64.26,0.64031,254.5,2.1,2.9,22.223,13
2023-01-02,0,18:00:00,5.58796,58.12418,75.92625,0.500606,247.9,1.7,2.6,19.324,16
2023-01-02,0,19:00:00,8.58151,42.53293,65.98125,0.488964,224.4,1.8,2.4,25.121,17
2023-01-02,0,20:00:00,7.78323,40.91144,66.1725,0.5821,208.7,2.1,2.3,23.189,21
2023-01-02,0,21:00:00,1.9957,51.1393,78.795,0.628668,208.5,2.2,2.3,23.189,21
2023-01-02,0,22:00:00,0.99785,59.74567,75.54375,0.69852,214.3,1.8,2.5,23.189,22
2023-01-02,0,23:00:00,4.39054,36.54589,69.42375,0.570458,167.7,1.2,2.2,16.425,19
2023-01-02,0,24:00:00,6.58581,32.92872,64.45125,0.512248,149.5,2.1,1.8,16.425,11
2023-01-03,0,01:00:00,1.39699,38.6663,67.7025,0.605384,140.4,2.1,2.7,18.358,20
2023-01-03,0,02:00:00,22.55141,5.86231,35.38125,0.325976,136.4,2.1,2.1,16.425,11
2023-01-03,0,03:00:00,27.14152,4.61501,31.365,0.279408,172.8,2.3,3.3,12.561,10
2023-01-03,0,04:00:00,21.9527,5.36339,34.0425,0.29105,175.4,2.2,4.4,9.662,8
2023-01-03,0,05:00:00,19.75743,8.60637,36.91125,0.267766,196.7,2.4,5.7,5.797,9
2023-01-03,0,06:00:00,18.36044,13.47084,36.72,0.325976,210.4,3.4,6.8,8.696,10
2023-01-03,0,07:00:00,9.18022,26.31803,54.12375,0.314334,210.2,4.1,7.6,12.561,11
2023-01-03,0,08:00:00,9.9785,31.30723,62.92125,0.337618,211.1,4.3,8.1,12.561,7
2023-01-03,0,09:00:00,12.57291,33.30291,66.9375,0.302692,207.3,5.3,8.7,18.358,8
2023-01-03,0,10:00:00,22.15227,28.43844,51.82875,0.244482,214.8,5.5,9.1,16.425,5
2023-01-03,0,11:00:00,22.75098,27.69006,54.50625,0.267766,222.4,6.2,9.4,12.561,19
2023-01-03,0,12:00:00,22.55141,28.56317,52.02,0.256124,221.2,5.7,9.6,12.561,6
2023-01-03,0,13:00:00,25.54496,23.82343,48.00375,0.267766,222.9,6.1,9.8,9.662,7
2023-01-03,0,14:00:00,31.73163,23.07505,44.56125,0.279408,219.2,6.6,10.3,8.696,9
2023-01-03,0,15:00:00,35.9226,19.08369,38.05875,0.256124,223.2,6.7,10.5,10.628,6
2023-01-03,0,16:00:00,36.52131,19.58261,38.82375,0.256124,221.8,6.7,10.2,7.73,8
2023-01-03,0,17:00:00,35.52346,21.82775,39.78,0.279408,223.2,7.7,10.6,9.662,7
2023-01-03,0,18:00:00,35.12432,16.33963,37.8675,0.279408,222.2,7.8,10.7,7.73,5
2023-01-03,0,19:00:00,39.51486,13.47084,34.23375,0.29105,223.8,7.6,11.1,5.797,4
2023-01-03,0,20:00:00,43.70583,10.97624,27.1575,0.279408,224.6,7.8,11.5,6.763,5
2023-01-03,0,21:00:00,44.30454,10.47732,24.67125,0.221198,225.7,7.7,11.8,3.865,6
2023-01-03,0,22:00:00,44.90325,9.35475,23.715,0.244482,231.8,7.4,12.1,0.966,6
2023-01-03,0,23:00:00,48.29594,8.7311,23.3325,0.23284,245.9,7.2,12.2,4.831,6
2023-01-03,0,24:00:00,55.28089,6.36123,15.10875,0.17463,243.3,7.8,12,10.628,12
2023-01-04,0,01:00:00,59.47186,3.24298,12.04875,0.209556,238.1,7.2,12.4,12.561,7
2023-01-04,0,02:00:00,61.8667,4.24082,10.13625,0.197914,237.6,7.7,12.1,8.696,7
2023-01-04,0,03:00:00,63.26369,1.74622,6.69375,0.186272,242.9,8.2,11.8,8.696,7
2023-01-04,0,04:00:00,61.46756,1.37203,6.885,0.151346,244.8,8.1,11.6,9.662,9
2023-01-04,0,05:00:00,58.67358,2.86879,8.7975,0.151346,246.6,8,11.8,7.73,8
2023-01-04,0,06:00:00,52.48691,4.36555,13.77,0.162988,246.2,8.4,12,3.865,6
2023-01-04,0,07:00:00,44.30454,10.85151,25.43625,0.244482,250.2,7.9,12.1,2.899,5
2023-01-04,0,08:00:00,29.9355,25.81911,35.955,0.267766,250.4,7.3,11.7,6.763,6
2023-01-04,0,09:00:00,26.14367,30.80831,45.9,0.256124,245,5.7,11.4,8.696,7
2023-01-04,0,10:00:00,23.9484,36.42116,45.5175,0.256124,251.4,6.2,11.7,11.594,8
2023-01-04,0,11:00:00,No data,No data,No data,No data,255,6.1,11.8,10.628,9
2023-01-04,0,12:00:00,23.9484,28.56317,43.79625,0.256124,258.9,6.4,12.3,No data,No data
2023-01-04,0,13:00:00,25.74453,27.69006,48.195,0.256124,261.5,6.4,12.3,26.087,15
2023-01-04,0,14:00:00,24.34754,29.9352,50.29875,0.325976,260,6.5,11.9,22.223,11
2023-01-04,0,15:00:00,25.14582,26.06857,44.37,0.29105,255.6,6,11.2,17.392,8
2023-01-04,0,16:00:00,24.34754,30.93304,47.62125,0.325976,255.3,5.6,10.3,23.189,11
2023-01-04,0,17:00:00,25.74453,24.44708,43.9875,0.395828,258,5.8,9.8,28.02,12
2023-01-04,0,18:00:00,23.34969,27.93952,45.32625,0.442396,260.2,5.6,9.4,26.087,13
2023-01-04,0,19:00:00,22.55141,28.31371,51.06375,0.430754,261.2,5.3,9,28.986,19
2023-01-04,0,20:00:00,25.74453,16.46436,43.79625,0.40747,263.2,4.7,8.5,28.986,11
2023-01-04,0,21:00:00,25.9441,17.33747,43.41375,0.395828,253,3.9,8,31.885,17
2023-01-04,0,22:00:00,30.93335,12.09881,31.7475,0.325976,249.4,4.2,7.7,23.189,15
2023-01-04,0,23:00:00,28.73808,15.84071,31.93875,0.337618,251.1,4.4,7.7,25.121,11
2023-01-04,0,24:00:00,31.33249,15.21706,33.08625,0.314334,247.9,3.3,7.3,24.155,17
2023-01-05,0,01:00:00,34.92475,11.35043,30.9825,0.360902,262.3,4.1,9.1,23.189,12
2023-01-05,0,02:00:00,38.11787,5.98704,21.61125,0.302692,259.6,4,8.7,22.223,15
2023-01-05,0,03:00:00,39.11572,4.61501,19.125,0.279408,264.3,4.2,8.3,19.324,15
2023-01-05,0,04:00:00,41.9097,3.86663,14.34375,0.314334,260.4,3.8,7.9,22.223,9
2023-01-05,0,05:00:00,37.51916,5.86231,18.93375,0.302692,262.7,3.6,7.6,22.223,13
2023-01-05,0,06:00:00,28.93765,12.84719,30.6,0.302692,253.1,3.1,7.1,19.324,14
2023-01-05,0,07:00:00,22.75098,24.19762,38.6325,0.325976,259.3,4.2,8,26.087,14
2023-01-05,0,08:00:00,18.56001,30.68358,45.32625,0.337618,251.1,3.7,7.6,26.087,13
2023-01-05,0,09:00:00,11.77463,39.78887,50.49,0.46568,244,3.9,7.7,23.189,12
2023-01-05,0,10:00:00,11.77463,43.40604,51.44625,0.360902,243.2,3.5,8.2,21.256,10
2023-01-05,0,11:00:00,17.9613,37.29427,47.0475,0.302692,238,3.3,9.3,13.527,9
2023-01-05,0,12:00:00,19.75743,39.53941,47.0475,0.267766,230.2,3.4,10.1,15.459,9
2023-01-05,0,13:00:00,20.55571,38.91576,48.195,0.337618,220.6,3.1,10.3,11.594,10
2023-01-05,0,14:00:00,25.34539,28.56317,47.43,0.302692,237.4,3.7,10.2,18.358,9
2023-01-05,0,15:00:00,26.34324,28.6879,50.68125,0.314334,243.7,4.9,10,30.918,8
