date,day_category,time,O3,NO,NO2,CO,wind_dir,wind_speed,temp,PM10,PM2.5
2013-01-01,0,01:00:00,10.04502,94.92743,73.38135,0.387679,284,4,7.6,36.4,21.6
2013-01-01,0,02:00:00,5.38839,160.35123,108.3546,0.387679,304,4.2,7.3,36,23.6
2013-01-01,0,03:00:00,37.07013,15.75278,35.17853,0.387679,302.2,3.9,6.3,9,7.1
2013-01-01,0,04:00:00,18.56001,38.33327,67.37498,0.387679,301.4,3.8,5.5,6.5,3.5
2013-01-01,0,05:00:00,21.05464,37.59269,61.3334,0.419985,295.6,3.7,4.8,10.6,1.9
2013-01-01,0,06:00:00,18.06108,41.99347,62.56648,0.516905,289.5,3.8,4.2,9.1,4.4
2013-01-01,0,07:00:00,12.72259,63.99772,68.91885,0.355372,278.4,3.5,3.7,7.4,0.9
2013-01-01,0,08:00:00,11.87442,53.34546,72.56838,0.387679,275.3,3.5,3.4,11.1,0.3
2013-01-01,0,09:00:00,5.9871,116.10897,109.97018,0.258452,276,3.7,3.6,16.4,5.5
2013-01-01,0,10:00:00,6.48603,111.74935,82.75101,0.290759,276.9,3.6,4.9,18.4,4
2013-01-01,0,11:00:00,11.37549,162.05109,99.41701,0.258452,277,4,6.1,18.5,4
2013-01-01,0,12:00:00,17.16302,77.52967,81.33241,0.290759,278.8,4.1,6.9,15.3,4.5
2013-01-01,0,13:00:00,14.76818,84.06896,76.37856,0.290759,284.3,4.3,7.2,18.4,8.2
2013-01-01,0,14:00:00,21.75313,60.00854,70.08595,0.258452,281.3,4.4,6.9,15.5,6.2
2013-01-01,0,15:00:00,18.46023,59.47345,72.26764,0.258452,277.3,4.2,6.2,14.4,5.3
2013-01-01,0,16:00:00,14.01979,74.65059,77.70344,0.290759,279.2,4,5.5,11.1,4.7
2013-01-01,0,17:00:00,3.19312,198.28671,122.73947,0.387679,280.7,4,5.2,23.1,14.1
2013-01-01,0,18:00:00,2.6443,196.88818,116.77868,0.387679,284.3,4.6,5.1,26.2,13
2013-01-01,0,19:00:00,2.49463,203.01616,126.81023,0.419985,285.9,4.8,4.9,31.2,19.5
2013-01-01,0,20:00:00,3.74194,139.42943,112.20159,0.387679,284.1,4.6,4.6,27.2,14.3
2013-01-01,0,21:00:00,3.29291,141.93869,97.46483,0.387679,287.3,4.2,4.5,24.9,14
2013-01-01,0,22:00:00,3.79183,107.26624,86.16004,0.452292,290.9,4,4.6,22.7,13.2
2013-01-01,0,23:00:00,2.79398,136.67383,97.2468,0.549211,299.3,4,4.8,28.7,13.5
2013-01-01,0,24:00:00,3.14323,112.36645,82.73284,0.646131,303.8,4.2,5,25.1,9
2013-01-02,0,01:00:00,3.65878,107.59501,79.53131,0.603056,287.4,3.8,3.2,20.6,11.2
2013-01-02,0,02:00:00,8.18237,63.72373,63.31714,0.473829,286.6,3.6,3.2,19,8.6
2013-01-02,0,03:00:00,9.18022,56.30624,55.34536,0.290759,284.9,3.5,3.1,17.2,8.7
2013-01-02,0,04:00:00,7.53377,58.77434,61.76945,0.258452,283.2,3.4,3,12.9,7
2013-01-02,0,05:00:00,5.38839,70.00315,64.59803,0.258452,279,3.3,2.9,16.5,6
2013-01-02,0,06:00:00,2.49463,133.71306,71.96546,0.258452,275,3.2,2.7,19.3,5.8
2013-01-02,0,07:00:00,1.84602,275.77491,116.2188,0.258452,267.4,3.2,2.5,41.4,25.2
2013-01-02,0,08:00:00,1.64645,375.76097,127.85302,0.323066,263.5,2.9,2.9,33.7,21.6
2013-01-02,0,09:00:00,2.14538,398.95826,118.08349,0.484598,259.6,2.9,3.6,41,22.5
2013-01-02,0,10:00:00,2.19527,415.04001,160.05904,0.516905,257.6,2.9,4.1,43.5,19.1
2013-01-02,0,11:00:00,2.19527,370.24978,148.36793,0.484598,233.2,2.6,4.5,40.3,21.4
2013-01-02,0,12:00:00,2.09549,356.63581,115.22956,0.387679,198.9,3,4.9,47.2,20.9
2013-01-02,0,13:00:00,2.44473,323.32043,131.23336,0.387679,212.4,3.7,5.6,44.5,25.8
2013-01-02,0,14:00:00,3.29291,228.06413,120.76099,No data,225.6,4,6.2,39.7,23.3
2013-01-02,0,15:00:00,5.18882,215.62948,131.00115,0.419985,229,3.9,7,No data,No data
2013-01-02,0,16:00:00,No data,No data,No data,0.516905,235.7,3.9,7.7,No data,No data
2013-01-02,0,17:00:00,2.52789,No data,No data,0.516905,245,3.8,8.2,46.8,21.8
2013-01-02,0,18:00:00,2.49463,291.11639,128.76576,0.516905,254,3.6,8.8,35.1,30.3
2013-01-02,0,19:00:00,2.19527,261.95514,114.26996,0.516905,262.5,3.6,9.4,29,27.4
2013-01-02,0,20:00:00,2.6942,233.28751,105.57526,0.484598,267.1,3.8,9.9,34.2,23.9
2013-01-02,0,21:00:00,2.09549,196.80585,98.46841,0.516905,265.4,3.9,10.3,35.3,24.3
2013-01-02,0,22:00:00,3.09334,98.54699,87.46484,0.516905,268.6,4,10.6,25.3,18.8
2013-01-02,0,23:00:00,2.34495,138.48367,87.10959,0.516905,265.3,4.1,10.7,33.8,24
2013-01-02,0,24:00:00,3.84172,84.27507,73.71158,0.484598,266.4,4.2,10.7,21.4,20.6
2013-01-03,0,01:00:00,9.51284,42.88467,58.31276,0.387679,277,4,8.4,30.7,13.3
2013-01-03,0,02:00:00,10.64373,43.59729,57.46808,0.387679,276,3.9,9.2,12.3,12.1
2013-01-03,0,03:00:00,13.72044,40.06047,53.59016,0.387679,278.4,4.1,9.8,16.9,11
2013-01-03,0,04:00:00,15.11743,33.84985,43.93347,0.387679,282.5,4.2,10.1,33.3,10.3
2013-01-03,0,05:00:00,12.07399,53.75645,55.5433,0.387679,281.5,4.1,10.4,21.8,17.9
2013-01-03,0,06:00:00,6.93506,85.13883,67.93248,0.387679,277.6,3.9,10.7,15.4,11.2
2013-01-03,0,07:00:00,3.79183,182.94523,97.88079,0.387679,277.3,3.8,11,24.5,16.6
2013-01-03,0,08:00:00,2.6942,235.59096,111.19992,0.387679,275.9,3.8,11,26.4,18
2013-01-03,0,09:00:00,2.74409,289.42973,103.75743,0.484598,275.1,3.8,10.9,35.6,23.5
2013-01-03,0,10:00:00,2.84387,248.87595,105.55518,0.516905,272.8,3.9,10.9,37.5,16.3
2013-01-03,0,11:00:00,4.19097,231.06669,111.9501,0.516905,270.9,3.9,10.9,35.8,22
2013-01-03,0,12:00:00,5.68775,166.1229,106.97043,0.516905,269.3,3.9,11,33.3,16.4
2013-01-03,0,13:00:00,5.03914,198.16292,111.1741,0.516905,267.8,4,10.9,36.7,16.3
2013-01-03,0,14:00:00,6.53592,155.47033,104.92836,0.419985,269.4,4.2,10.9,35.5,19
2013-01-03,0,15:00:00,6.33635,157.28016,104.38138,0.484598,270.5,4.2,10.8,30.4,21.9
2013-01-03,0,16:00:00,4.04129,210.99545,112.53293,0.516905,275,4.1,10.8,44.6,21.9
2013-01-03,0,17:00:00,3.24301,238.34687,123.55563,0.581518,275.1,4.1,10.9,42.9,22.2
2013-01-03,0,18:00:00,3.39269,281.03945,119.71581,0.646131,273.5,4.3,11.1,46,24.7
2013-01-03,0,19:00:00,3.29291,234.7272,112.83368,0.549211,274.3,4.5,11.2,36.5,24.3
2013-01-03,0,20:00:00,3.9914,176.77546,95.64795,0.516905,278,4.4,11.2,32.5,15.3
2013-01-03,0,21:00:00,4.59011,146.66845,91.01731,0.549211,274.7,4.2,11.1,29.7,14.1
2013-01-03,0,22:00:00,5.03914,108.25348,88.11127,0.549211,272.5,3.9,11.1,28,14
2013-01-03,0,23:00:00,4.6899,127.00882,98.02184,0.516905,272.1,3.4,11,28.2,19
2013-01-03,0,24:00:00,8.73119,88.2234,76.50478,0.484598,268.5,4.8,11,13.5,15.1
2013-01-04,2,01:00:00,11.77463,67.12386,67.92053,0.258452,262.7,3.8,8,13.9,6.7
2013-01-04,2,02:00:00,27.74023,17.32916,39.83546,0.172302,269.8,3.8,8.5,4,6.1
2013-01-04,2,03:00:00,26.14367,29.32558,46.04439,0.226146,274.7,3.8,8.8,6.1,7.6
2013-01-04,2,04:00:00,23.79872,35.12459,52.74388,0.258452,275.7,3.7,8.8,12.7,4.7
